location,logical_location,country,spot,latitude,longitude,activity,description,price_class,prominence_score,tags,image_url
Santo Domingo,Dominican Republic,Dominican Republic,Colonial City of Santo Domingo,18.4705,-69.9008,"Explore the first European settlement in the Americas, with sites like Alcázar de Colón and Ozama Fortress.",The oldest continuously inhabited European settlement in the Americas.,$$,9,"colonial,historic city,UNESCO World Heritage,firsts",https://pixabay.com/get/g48e59365ec905aadde9c5fc872fa85318dd4e0cf84acb5e0c50ad9acd02e82beb171170cd5559edf90b86cd6533e231fda0c56c6811b3ad98d97095dcb16b90c_640.jpg
Brimstone Hill Fortress National Park,St. Kitts,Saint Kitts and Nevis,Brimstone Hill Fortress,17.3765,-62.831,Tour this remarkably preserved 17th-century British military fortress with panoramic views.,"A massive, well-preserved British military fortress on a volcanic hill.",$$,8,"fortress,military history,UNESCO World Heritage,colonial",https://pixabay.com/get/g8d674d5fc4a7f1324f7c0670804c4b7918b6a1cb9fa59e421b2c7deef5b42f3b7738f0373e654db0a299c36655f5d920_640.jpg
Nelson's Dockyard,Antigua,Antigua and Barbuda,Nelson's Dockyard,17.0067,-61.8386,Visit a Georgian-era naval base with museums and restored buildings.,"A historic Georgian naval base, now a UNESCO World Heritage site.",$$,7,"naval history,colonial,UNESCO World Heritage,maritime",https://pixabay.com/get/g2761f6ea822515aca341e1b78c715b1c0963bf30e0257205cebc39d9d035140eb6e4221568d58bef0062043445e88aeee74167c3e584da9a83b1ef09bd0dc227_640.jpg
Soufrière,St. Lucia,Saint Lucia,The Pitons,13.8333,-61.05,"Admire or hike these iconic volcanic spires, a UNESCO World Heritage site.",Iconic twin volcanic peaks rising dramatically from the sea.,$$,9,"natural landmark,UNESCO World Heritage,iconic,hiking",https://pixabay.com/get/g0375457953c75da1e0da37f9dc03c30eebbba75b1d4b21d28a59b331a12db5dac5fab738d1067d5f67123a62975b7ea4_640.jpg
Haiti,Northern Haiti,Haiti,Citadelle Laferrière,19.5736,-72.2442,"Explore the largest fortress in the Americas, a symbol of Haitian independence.","A massive mountaintop fortress, the largest in the Americas.",$$,8,"fortress,national icon,UNESCO World Heritage,historical",https://pixabay.com/get/gaf1bdf7e6e03f691d8dff31450af1b7250c14d10578887b2dcc59074664b59bcc15affcebda5b068a7573d37abe30b99b619504fcd38e8f7f1bdc1a10d1a6a84_640.jpg
Tulum,Yucatan Peninsula,Mexico,Tulum Ruins,20.2021,-87.4318,Visit ancient Maya ruins perched on cliffs overlooking the Caribbean Sea.,Coastal Maya archaeological site with stunning sea views.,$$,8,"archaeological site,Maya,coastal,ruins",https://pixabay.com/get/g735c0e63f72f64b0565ae0d313ee7e816f9e723fa5478cc086fc3a60c577ca35bd63bdbcb99f7f69b06a5f01fec3b64c5c7d22ca50a0a72ba2c04f1ce2b69364_640.jpg
Montego Bay,Jamaica,Jamaica,Rose Hall Great House,18.4907,-77.8758,Tour a historic Georgian mansion known for its legends of the 'White Witch'.,"Infamous Georgian plantation house with a dark, legendary past.",$$,7,"plantation house,legendary,history,colonial",https://pixabay.com/get/g2ddd7937ffd368625e58a3a3d05a9f61bef3ee542c452ff9ab2f25e5c917d26856c374166687347c501e8a53836874c9f8548e72338233f3e95c87d78e2564b0_640.jpg
Canberra,Australia,Australia,National Museum of Australia,-35.2968,149.1426,"Explore Indigenous heritage, settlement history, and key national events.","National museum showcasing 50,000 years of Australian history.",$$,8,"museum, history, Indigenous culture, national identity",https://pixabay.com/get/g07fe0ef80009df2947cbbe6cea4a0a260c7cdec6cd1a1ee369eb55187dcbad0e79cbb3f52e2a1246de8a0a4b145d3969034ad79f6af4086b6c0a57ab47b12f72_640.jpg
Wellington,New Zealand,New Zealand,Museum of New Zealand Te Papa Tongarewa,-41.2865,174.777,"Discover New Zealand's natural, cultural, and artistic heritage.","National museum with vast collections of art, history, and Māori treasures.",$,9,"museum, art, natural history, Māori culture, Pacific cultures",https://pixabay.com/get/g6f4a41affba69ee6a834ac86f0dd2018bcab91a26bc814e9af7c658c7f0c2f5b45fca96ad1ff76137f23664aeb600684641827cfa08a79ce96e9fc9044fb657d_640.jpg
Suva,Fiji,Fiji,Fiji Museum,-18.127,178.45,"Explore Fiji's history, artifacts, and cultural evolution.",Museum with archaeological finds and cultural objects of Fiji.,$$,7,"museum, history, archaeology, Fijian culture",https://pixabay.com/get/g93fd85df386cde28652275e1b74a1c601a6ae10130e04091027e5a3aa5830e7b3146cc29cfb91d373c110656678f293f12ab8c3207dc9e53b205576952d1b575_640.jpg
Port Vila,Vanuatu,Vanuatu,Vila Outdoor Market (Mama's Market),-17.7379,168.313,"Shop for local produce, crafts, and experience daily life.","Bustling waterfront market with fresh produce, crafts, and local food.",$,6,"market, local produce, crafts, food, culture",https://pixabay.com/get/gfa4b8b3f80c9a1f81845ab2458776d7926a230a9d5f89df517acfd7e2246469227d1b8034c3caeae5b6359ebcf0b4c2bb66b1eafdcc47e7020da1bb1a623039e_640.jpg
Andong,South Korea,South Korea,Hahoe Folk Village,36.5733,128.41,Experience traditional Joseon Dynasty architecture and village life.,UNESCO World Heritage folk village preserving traditional Korean culture.,$$,8,"village, UNESCO, traditional architecture, folk culture, masks",https://pixabay.com/get/ge191784f1cd0e0e032454c55097d3a29fd5edcf7658a185dd2f19319d1cecc05a10a42892cefca2a6d131f09e8b0baad18841091d974d6ca30d2353a4a003b03_640.jpg
Ubud,Bali,Indonesia,Ubud Art Market,-8.5078,115.263,"Shop for Balinese handicrafts, textiles, and souvenirs.",Vibrant market offering traditional Balinese arts and crafts.,$$,7,"market, art, crafts, souvenirs, Balinese culture",https://pixabay.com/get/g4070912306d3085720c130cd826440d1b2603c712c21f2212a2d195aeb51e03c99d1435bec5fd0965299841026645fcdfe1e98dc0d0a233eaf2e9c62c183395e_640.jpg
Rotorua,New Zealand,New Zealand,Te Puia,-38.1338,176.2492,Explore geothermal wonders and witness Māori cultural performances.,Geothermal park and Māori cultural center with art schools and kiwi birds.,$$$,8,"geothermal, Māori culture, performance, art, nature",https://pixabay.com/get/ga0d5d180360b4114a599428cfc3a18ebcfec54e3f4d8d6ec171a37560ee1072217fb308e226642c8cd0721474f6bdcd88c2cf31d9e61fafe5c491af850eab6fd_640.jpg
Auckland,New Zealand,New Zealand,Pasifika Festival,-37.0902,174.926,"Celebrate Pacific Island cultures through music, dance, and food.",Large festival showcasing the diversity of Pacific Island nations.,$,7,"festival, Pacific culture, music, dance, food",https://pixabay.com/get/gea15dbd091c615837b187f007ef8e8a3a7eb95a7e888ab1475f668b2f83ab0f42b8786fb57f0ad7d5ac80bbe4050648b100e421a44fb9c2a500e1e1e0c4a00ff_640.jpg
Apia,Samoa,Samoa,Samoa Cultural Village,-13.8346,-171.7599,"Experience Samoan traditions, crafts, and culinary practices.","Cultural village demonstrating Samoan life, crafts, and 'umu' cooking.",$$,7,"culture, traditions, crafts, food, Samoan way of life",https://pixabay.com/get/gf972ca302ea73d0edf735168b05fd149c59ed299ad8197738321d5236c463511d7f792753afb0b0a2dfce301ae0cecbe6418942a07c3cf33b9e9b51f24bfd259_640.jpg
Marrakesh,Morocco,Morocco,Jemaa el-Fna,31.6258,-7.9895,"Explore the vibrant market, street performers, and food stalls.","Historic square and bustling market, a UNESCO Masterpiece of Oral Heritage.",$$,10,"market, square, UNESCO, street food, performance, culture",https://pixabay.com/get/gaf921a6f1dcab97458d3c02a371e6b4877379b0e86110e13f1cfde84bf70170bb04d8f65a727843736a5e822128c400b81f8607aa5c0e51104bb5d6d07c78930_640.jpg
Gulmarg,Kashmir Valley,India,Gulmarg Ski Resort,34.0476,74.3817,Skiing and snowboarding,World-renowned ski resort with high-altitude slopes and the Gulmarg Gondola.,$$$,9,"skiing,snowboarding,Himalayas,adventure",https://pixabay.com/get/g758aaeda243de7f34990c075b0e3a92519d99b04e62a25f973143486140a3a2feb133aea882063fc39f89137763dc08753d1e1921b0337a017cd4e9b368b633a_640.jpg
Aru Valley,"Pahalgam, Kashmir Valley",India,Aru Ski Fields,33.95,75.2667,Skiing and heli-skiing,Picturesque valley offering skiing and heli-skiing amidst snow-covered meadows.,$$$,7,"skiing,heli-skiing,adventure,scenic",https://pixabay.com/get/g63a7758f5c24075295a7e035e6893f19195af642862fb72bd6b0e9dbfacaf9894998a0ed195b135976cb6e618eb85144fe65ca10d4d4ed7f1ae9794d8c5674bd_640.jpg
Sonamarg,Kashmir Valley,India,Sonamarg Ski Resort,34.3167,75.3667,Skiing and ice skating,A winter wonderland with opportunities for skiing and ice skating on frozen glaciers.,$$,6,"skiing,ice skating,winter sports",https://pixabay.com/get/g7a902a91741015ec41b2a16cce2828d8e0767c67352ba748dedd7ec2c9ed1081f7493554ddc6ec065023f4de73bf868076ce4944875509d849dc8e3592173e5a_640.jpg
Shimla,Himachal Pradesh,India,Shimla Ice Skating Rink,31.1049,77.1734,Ice skating,"India's largest natural ice skating rink, offering year-round winter fun.",$$,8,"ice skating,family,recreation",https://pixabay.com/get/g7ca94674b0e4925c0c31280c652e5b0483e896561a11d5948d5c261e90e914156ac8e0d1c556afcfd5c1575f6fba67a8977e7c3adc61dc5efedbe894ece16cb1_640.jpg
Leh,Ladakh,India,NDS Ice Hockey Rink,34.1526,77.5771,Ice hockey and ice skating,A cultural hub for winter sports on frozen lakes and natural rinks.,$$,7,"ice hockey,ice skating,culture,Ladakh",https://pixabay.com/get/g30994265cdbbdb6ebd25ceae262a207f9722809afa88bf2c8ff4581b2b9ffd28868f247bcf3398e778098de2bf5cec2ac6d7659ee3743b8234d9826142b5f640_640.jpg
Malam Jabba,Swat Valley,Pakistan,Malam Jabba Ski Resort,35.1198,72.6083,Skiing and snowboarding,Pakistan's premier ski resort with well-developed slopes and chairlifts.,$$$,8,"skiing,snowboarding,resort,Pakistan",https://pixabay.com/get/g0448bf58033a2200270eedfe97ae379b2c0bedd9e1b4704b73cd84e10738da8bc217798dec7c1bd3d2ffd38bd94aaf2a5e1584a8d916f8d0d5b7f48af9a18ddc_640.png
Naltar Valley,Gilgit-Baltistan,Pakistan,Naltar Ski Resort,35.6611,74.2019,Skiing and snowboarding,Known for pristine landscapes and hosting annual winter sports festivals.,$$,7,"skiing,snowboarding,winter festival,Himalayas",https://pixabay.com/get/g0ee961a094698c18f3a5a64c0b0784d36b9bdbe821027fb936b20cc49b2879ca8f96b9433482b4d9207b6051c49631c547ae1eedfb7a1b8524fb3bc475a62a0d_640.jpg
Kalinchowk,Dolakha District,Nepal,Kalinchowk Ski Area,27.9254,86.0632,Skiing and snowboarding,Emerging destination for skiing and snowboarding with local community support.,$$,6,"skiing,snowboarding,Nepal,emerging",https://pixabay.com/get/gea38b0d67e3cf5720f246b37ea94aa68b77194d2bfd2bd3541bd4ca05ea16a1d36ed31b4266f8667cec19f4325cfd449_640.jpg
Chomolhari Region,Paro / Thimphu region,Bhutan,Chomolhari Ski Touring Area,27.6776,89.248,Ski touring,Legendary terrain for ski touring amidst high mountains.,$$$$,5,"ski touring,mountains,Bhutan,adventure",https://pixabay.com/get/g3ddc6ae3b7485ec5f96a58eb9b929a26b75ab1b95ee9a0c25158bed746b4d65a9f060816de4f1d4f2cc8998f79a1275c_640.jpg
Astore Valley,Gilgit-Baltistan,Pakistan,Astore Valley Ski Slopes,35.3976,75.006,Skiing,Offers breathtaking winter landscapes ideal for skiing adventures.,$$,5,"skiing,winter landscapes,adventure",https://pixabay.com/get/g89408abd3d8e58ef7be04ad24c7eb1d17eace20033a7eff32f05c52b37a8762a3c4a7baf5477957d7ebfb78837c6c272aa001f3d5ce8cc3346c273c3995191fe_640.jpg
Downtown Dubai,Dubai,United Arab Emirates,City Walk,25.1972,55.2708,"Explore street art, discover unique shops and cafes.",Outdoor lifestyle destination with murals by international artists.,$$,7,"street art, shopping, cafes, modern",https://pixabay.com/get/g879de8e0c37123722a2fc144110adfa0e30908fb733d76fb534bca50c7ecb84d313d6703c44613994f090152766fbdbc57d628587ac003bae00977795aed6aef_640.jpg
Al Fahidi Historical Neighbourhood,Dubai,United Arab Emirates,Al Fahidi Historical Neighbourhood,25.2678,55.2948,"Wander through windtower houses, visit art galleries and cafes.","Oldest part of Dubai, blending heritage architecture with art.",$$,6,"heritage, art galleries, culture, traditional",https://pixabay.com/get/g2cec6be22e9a10755f052cd1e585c940010bfa2ab1b096a84affa6e66c73f93d214d47a3cd05a31e9946e4b141b95bb2597a344bcd027817480cb6b74eeeb6fd_640.jpg
Mar Mikhael,Beirut,Lebanon,Mar Mikhael Street,33.8958,35.5218,"Explore street art, browse boutiques and enjoy vibrant nightlife.","Bohemian district known for its art, cafes, bars, and shops.",$$,7,"street art, nightlife, boutiques, trendy",https://pixabay.com/get/gd714c89a45c599dc210ea09e809c965ca31049a53480ec61aae3fb4a8aa06bdab838293d5cae39b7a975a685169c8889ac23bc12bee379bcf7ef72b8418d2fa9_640.jpg
Hamra,Beirut,Lebanon,Hamra Street,33.8922,35.4995,"Discover bookshops, cafes, and artisan markets.",Intellectual hub with a bohemian vibe and diverse shops.,$$,7,"bookshops, cafes, artisan market, culture",https://pixabay.com/get/g58f45b0059f141ee21829a2b4ed82697a183327e66a91e1de0efa4a3ef4a4656bcb3fa92f356506432d80f9b8726e1ea7813fbf8fab50fb5e0dcd977416902f1_640.jpg
Riyadh,Riyadh,Saudi Arabia,Souq Al Zal,24.6323,46.7077,"Shop for traditional crafts, carpets, oud, and antiques.",One of Riyadh's oldest and most popular traditional markets.,$$,8,"traditional market, crafts, carpets, antiques",https://pixabay.com/get/gf994a5c3ceb1af741feab632258dcb787555a40b07dd5762f80f128ee70548db165d4b34eba84b10cd777fa83866ddd3a4c9f109eb432af53f6673cc0d85266f_640.jpg
Riyadh,Riyadh,Saudi Arabia,Deerah Souq (Al Thumairi Souq),24.6305,46.709,"Explore gold jewelry, handicrafts, and traditional Saudi items.","Historic market known for gold, carpets, and traditional goods.",$$,7,"gold, handicrafts, traditional, historic",https://pixabay.com/get/gd529457aebc5534e5f7d13315169d069c00036dff37bd1c9ab6e1352a214f8d2e2a97d5b52a7d738c8c17ed4afff11e791c32b295e1529aa8d7d0f2153d8aa87_640.jpg
Muscat,Muscat,Oman,Muttrah Souq,23.6149,58.5563,"Shop for frankincense, silver, textiles, and traditional Omani items.",One of the oldest marketplaces in the Arabian world.,$$,8,"souq, frankincense, silver, traditional",https://pixabay.com/get/gf4bdd1652c114feb869e8194264c7de1a736715b657c7555d88ae787b1f15ee242080731d705d20f3e370cdae7effe529948a128ed62c4584332c941b08a3967_640.jpg
Nizwa,Nizwa,Oman,Nizwa Souq,22.9344,57.531,"Discover Omani handicrafts, pottery, silverware, and local delicacies.",Historic market renowned for its handicrafts and Friday livestock auction.,$$,7,"handicrafts, pottery, silverware, livestock market",https://pixabay.com/get/gcc81e0df4ee9049ce700fe4a1bfe6eaf93568940e618586321d949932a96a22253c34cc5df148ed9af3b6bc9e6bf7028074834185cf752c94f944b0ae2ab3299_640.jpg
Sharjah,Sharjah,United Arab Emirates,Blue Souk (Central Market),25.3451,55.3811,"Browse gold, silver, antiques, carpets, and traditional Emirati items.",Iconic marketplace with stunning blue tile work and diverse goods.,$$,7,"souk, gold, antiques, traditional",https://pixabay.com/get/g1d642490e600ee33c954906677d0d37afef3d58213022fcce2fa812531bb9f698011e257e89efc8440da0e5f894e0f67_640.jpg
Tehran,Tehran,Iran,Grand Bazaar,35.6663,51.4201,"Explore a vast maze of shops selling spices, carpets, clothing, and antiques.",One of the largest and oldest covered markets in the world.,$$,9,"bazaar, traditional, shopping, historic",https://pixabay.com/get/g510f1b81fc0a7ca2348d57f83f03f9518d0dc4fdf75fde712722d0023ce12eb978f46d852da75d948a36577389d805f4beb15ba9c735debd671c5dac30b1e4a6_640.jpg
Budapest,Hungary,Hungary,Szimpla Kert,0,0,"Experience ruin bars, unique atmosphere, and diverse music.","Budapest's most famous ruin bar, offering a quirky and eclectic nightlife experience.",$$,9,"ruin bar, nightlife, unique, music, arts",https://pixabay.com/get/g4a15774291efc0c7e73c09656f5a66e9877a1c93130de3b6f06077fca501d5275b233aefa0d8888b697458cc2cb5aaaa04c92f871fdbd64049088f38d483a812_640.jpg
Prague,Czech Republic,Czech Republic,Karlovy Lázně,0,0,Dance across five themed floors in a medieval building.,"One of Central Europe's largest nightclubs, housed in a 15th-century building.",$$,9,"club, dance, music, historical, large-scale",https://pixabay.com/get/g8157465f5c95898879d3c8bc400e49bb974ddabb3402421c0d767cb797ade501254eecd4d709310570dbd4ddece7a1a07b0b1a6de818356944f1fc102ae9d57a_640.jpg
Krakow,Poland,Poland,Prozak 2.0,0,0,Enjoy underground house and techno music in a medieval basement.,A historic underground club known for its house and techno beats.,$$,7,"club, underground, techno, house music, historical",https://pixabay.com/get/gd5f00d591df3764ef61c05ff8735e160aece387451ec2cc233efac1ea60b8b4f82a48734fa3b1e224caf4a83695d60ff97b25530df39704510e29d6040ac7799_640.jpg
Bucharest,Romania,Romania,Old Town (Centrul Vechi),0,0,"Explore numerous bars, pubs, and clubs in a lively historic district.","Bucharest's historic center, transformed into a vibrant nightlife hub.",$$,8,"nightlife, bars, clubs, historic, lively",https://pixabay.com/get/gda5172b475e442fa39c386e4220d058822ddc2cd732ca003ff5764f88f2d1fe49ccae61b0da087fc33cd50d5d253d772a4e3bfbf10791ecec636ab14852811f2_640.jpg
Belgrade,Serbia,Serbia,Savamala District,0,0,Experience a bohemian atmosphere with trendy bars and clubs.,A rapidly developing district known for its creative vibe and nightlife.,$$,7,"nightlife, bars, clubs, bohemian, trendy",https://pixabay.com/get/g236d18a492a32bcdbe7a76e4c50972be634fe61904af1aecc01f528fe18933f0d193a727dd16a8eadcef1bb628d648e7307385d13391496e9c16008dcb16fe1a_640.jpg
Sofia,Bulgaria,Bulgaria,Yalta Club,0,0,Dance to electronic music in a legendary club.,"A historic club, one of the first to introduce electronic music post-communism.",$$,8,"club, electronic music, legendary, dance",https://pixabay.com/get/ga319df5316915f5c5a9961256edec35e63ec51e3ddd4d7e1fee4df59da54342d18b4559905382655a95de2e22f344c2e464607dd8323dd72123f2c2294ca88b7_640.jpg
Riga,Latvia,Latvia,Mikhail Chekhov Riga Russian Theatre,0,0,Attend classic and contemporary Russian and world theater performances.,"The oldest Russian professional theatre outside Russia, offering diverse repertoire.",$$,7,"theater, drama, classical, contemporary, Russian",https://pixabay.com/get/ga5c3a458a45eadd3b91dcc059e0d6226b1642a71acce2fba5b7b064425fea06aa3d8611eb000140407a0e2bc3069ef36524e78b6a2255132da2db2f25cf1f415_640.jpg
Vilnius,Lithuania,Lithuania,Culture Night (Kultūros naktis),0,0,"Experience city-wide art installations, music, and performances.",An annual event where Vilnius transforms into an open-air art space.,$,6,"festival, art, music, culture, city-wide",https://pixabay.com/get/gb5a20882eba44c2d05c66f3d837c8e4e243ed856284b664a25d2c8d62cc2e2d4efe59739297328af335eb07d9508d48d01cbcf1ee78a3d4924f9ca1dea802f92_640.jpg
Bratislava,Slovakia,Slovakia,Nu Spirit Bar & Lounge,0,0,"Enjoy live music (jazz, hip-hop, funk) in a relaxed atmosphere.","A popular bar known for live music and a soulful, chill ambiance.",$$,7,"bar, live music, jazz, hip-hop, chill",https://pixabay.com/get/ga7eb045f7ef6b2853bb54f9d10afefdf663c2bddb129c003aaf3198aa5431858da63e2f22a5a008e7108fed54a332caac180b94ad9e7151f5aa17f979495a19a_640.jpg
Tallinn,Estonia,Estonia,Telliskivi Creative City,0,0,"Explore art galleries, theatres, live music venues, and concept stores.","A vibrant hub for creativity, arts, and entertainment in Tallinn.",$$,8,"arts, culture, music, theatre, creative",https://pixabay.com/get/g8a0e00e0045a6c6ae3bc402ce975de9e16ca2461b13e0fba4c71b18ea5879144c872b583760f185ec1f99b38b53ee234efc755020dc540f39ce609c58a5d7b8b_640.jpg
Taghazout,Agadir Region,Morocco,Anchor Point,30.5779,-9.7903,Surfing,World-renowned right-hand point break for intermediate to advanced surfers.,$$,8,"surfing, point break, advanced, Morocco",https://pixabay.com/get/g4b094059a98420bfc0c0880fbdf8907ef8615bfe628d54b84a0ffcb2e68f6c168712f7a668ea7ff17ad2825f03f94b81d51458d252d7278255b61945c9a8011f_640.jpg
