location,country,latitude,longitude,activity,description,price_class,prominence_score,tags,image_url
Chiang Mai Gate Market,Thailand,18.7855,98.9788,Explore a popular night market for authentic Northern Thai street food.,A vibrant night market in Chiang Mai famous for its local street food offerings.,$,7,"street food,night market,thai cuisine,northern thai","https://source.unsplash.com/800x600/?Chiang,Mai,Gate,Market,Thailand"
Warorot Market (Kad Luang),Thailand,18.7946,98.9924,Experience local life and sample a wide array of Northern Thai street food and produce.,A historic and bustling market in Chiang Mai offering a true taste of local life.,$,6,"market,street food,local life,thai cuisine","https://source.unsplash.com/800x600/?Warorot,Market,Kad,Luang,Thailand"
Tamarind Cookery School,Laos,19.8924,102.1456,"Participate in a hands-on Laotian cooking class, including a market visit.",Learn authentic Laotian recipes and techniques in Luang Prabang.,$$$,5,"cooking class,laotian cuisine,market visit,hands-on","https://source.unsplash.com/800x600/?Tamarind,Cookery,School,Laos"
Ubud,Indonesia,-8.5096,115.2627,Join a Balinese cooking class and explore local culinary traditions.,"Cultural heart of Bali, offering diverse culinary experiences and cooking schools.",$$$,7,"cooking class,balinese cuisine,local culture,culinary","https://source.unsplash.com/800x600/?Ubud,Indonesia"
Petaling Street,Malaysia,3.1441,101.6978,"Explore Chinatown's vibrant street food scene, day and night.","Kuala Lumpur's bustling Chinatown, famous for its street food and bustling atmosphere.",$,7,"street food,chinatown,night market,malaysian cuisine","https://source.unsplash.com/800x600/?Petaling,Street,Malaysia"
Quiapo Market,Philippines,14.5987,120.9783,"Sample a wide range of Filipino street food, from savory snacks to unique delicacies.",A chaotic and vibrant market in Manila known for its diverse street food offerings.,$,7,"street food,market,filipino cuisine,manila","https://source.unsplash.com/800x600/?Quiapo,Market,Philippines"
Komodo National Park,Indonesia,-8.543333,119.489441,"Observe Komodo dragons, snorkeling, diving","Home to the Komodo dragon, with rich marine biodiversity and coral reefs.",$$$,8,"wildlife,marine life,adventure,UNESCO","https://source.unsplash.com/800x600/?Komodo,National,Park,Indonesia"
Danum Valley Conservation Area,Malaysia,4.9167,117.6667,"Jungle trekking, birdwatching, wildlife spotting","Pristine lowland rainforest with diverse flora and fauna, including orangutans.",$$$$,6,"rainforest,wildlife,trekking,biodiversity","https://source.unsplash.com/800x600/?Danum,Valley,Conservation,Area,Malaysia"
Zhangjiajie National Forest Park,China,29.1333,110.4833,"Hiking, photography, exploring unique sandstone pillars","Iconic landscape with dramatic sandstone pillars, inspiring 'Avatar' movie.",$$,8,"landscape,hiking,photography,UNESCO","https://source.unsplash.com/800x600/?Zhangjiajie,National,Forest,Park,China"
Yakushima Island,Japan,30.3552,130.5238,"Hiking through ancient cedar forests, wildlife observation","Mystical island with ancient cedar trees and lush, moss-covered forests.",$$,7,"forest,hiking,nature,UNESCO","https://source.unsplash.com/800x600/?Yakushima,Island,Japan"
Jeju Volcanic Island and Lava Tubes,South Korea,33.5097,126.5219,"Exploring lava tubes, hiking Hallasan, visiting unique volcanic landscapes",Volcanic island with vast lava tube systems and dramatic natural formations.,$$,8,"volcanic,geology,nature,UNESCO","https://source.unsplash.com/800x600/?Jeju,Volcanic,Island,and,Lava,Tubes,South,Korea"
Bako National Park,Malaysia,1.7167,110.4667,"Wildlife spotting (proboscis monkeys), beach exploration, jungle trekking","Oldest national park in Sarawak, diverse ecosystems and unique coastal rock formations.",$$,5,"wildlife,beaches,trekking,rainforest","https://source.unsplash.com/800x600/?Bako,National,Park,Malaysia"
Iriomote-Ishigaki National Park,Japan,24.3167,123.8833,"Exploring mangrove forests, snorkeling, rare wildlife spotting","Subtropical paradise with unique flora, fauna, mangroves, and coral reefs.",$$$,6,"mangrove,marine life,wildlife,subtropical","https://source.unsplash.com/800x600/?IriomoteIshigaki,National,Park,Japan"
Phu Quoc National Park,Vietnam,10.15,104.05,"Hiking, birdwatching, exploring beaches, discovering marine life","Tropical island park with dense forests, pristine beaches and rich marine biodiversity.",$$,5,"island,forest,beaches,wildlife","https://source.unsplash.com/800x600/?Phu,Quoc,National,Park,Vietnam"
Taman Negara National Park,Malaysia,4.7,102.467,"Jungle trekking, canopy walk, wildlife viewing, caving","One of the world's oldest rainforests, offering vast biodiversity and adventure.",$$,7,"rainforest,trekking,wildlife,adventure","https://source.unsplash.com/800x600/?Taman,Negara,National,Park,Malaysia"
Kinabalu Park,Malaysia,6.15,116.65,"Climbing Mount Kinabalu, botanical exploration, birdwatching",World Heritage Site known for Mount Kinabalu and incredible plant diversity.,$$$,8,"mountain,biodiversity,hiking,UNESCO","https://source.unsplash.com/800x600/?Kinabalu,Park,Malaysia"
Al Fahidi Historical Neighbourhood (Old Dubai),United Arab Emirates,25.2628,55.2942,"Wander through narrow alleyways, visit traditional souks, and admire windtower architecture.",Explore historic Dubai's charming streets and traditional Emirati architecture.,$$,7,"culture,history,shopping","https://source.unsplash.com/800x600/?Al,Fahidi,Historical,Neighbourhood,Old,Dubai,United,Arab,Emirates"
Amman Citadel and Downtown,Jordan,31.9538,35.9106,Explore Roman ruins at the Citadel and experience the vibrant street life and souks downtown.,Ancient history meets bustling city life in Amman's historic center.,$,6,"history,culture,city tour","https://source.unsplash.com/800x600/?Amman,Citadel,and,Downtown,Jordan"
Souq Waqif,Qatar,25.2854,51.5317,"Shop for traditional garments, spices, and handicrafts in this bustling marketplace.",A vibrant traditional market offering a sensory overload of sights and smells.,$$,7,"shopping,culture,food","https://source.unsplash.com/800x600/?Souq,Waqif,Qatar"
Beirut Central District (Downtown Beirut),Lebanon,33.8938,35.5018,"Discover a mix of reconstructed colonial buildings, modern shops, and lively cafes.","Rebuilt after war, this district blends history, modern architecture, and nightlife.",$$$,6,"city tour,nightlife,shopping","https://source.unsplash.com/800x600/?Beirut,Central,District,Downtown,Beirut,Lebanon"
Karak Castle and Old Town,Jordan,31.1868,35.7055,Explore the impressive Crusader castle and wander through the traditional streets of Karak town.,A majestic Crusader fortress overlooking a historic town.,$$,5,"history,architecture,city tour","https://source.unsplash.com/800x600/?Karak,Castle,and,Old,Town,Jordan"
Abra Water Taxi and Deira Old Souk,United Arab Emirates,25.2708,55.3099,Take a traditional abra boat across the creek and explore the spice and gold souks.,Experience old Dubai by crossing the creek on a traditional wooden boat.,$,6,"transport,shopping,culture","https://source.unsplash.com/800x600/?Abra,Water,Taxi,and,Deira,Old,Souk,United,Arab,Emirates"
Jabal Amman and Rainbow Street,Jordan,31.9416,35.9268,"Stroll down Rainbow Street for trendy cafes, art galleries, and local boutiques.","A vibrant street known for its unique shops, cafes, and artistic atmosphere.",$$,5,"art,shopping,food","https://source.unsplash.com/800x600/?Jabal,Amman,and,Rainbow,Street,Jordan"
Muscat Old Town and Muttrah Corniche,Oman,23.6148,58.5833,"Walk along the corniche, visit the Muttrah Souq, and explore the historic city.",A picturesque waterfront promenade offering traditional souks and historic charm.,$$,6,"culture,shopping,city tour","https://source.unsplash.com/800x600/?Muscat,Old,Town,and,Muttrah,Corniche,Oman"
Shindagha District,United Arab Emirates,25.2716,55.2955,Explore the Shindagha Museum and discover the heritage of Dubai.,Discover Dubai's rich history and heritage in this preserved district.,$$,5,"history,museum,culture","https://source.unsplash.com/800x600/?Shindagha,District,United,Arab,Emirates"
Isfahan Grand Bazaar,Iran,32.6576,51.6753,"Immerse yourself in one of the oldest and largest bazaars in the Middle East, rich in Persian crafts.",A sprawling historic bazaar offering exquisite Persian crafts and local life.,$$,7,"shopping,history,culture","https://source.unsplash.com/800x600/?Isfahan,Grand,Bazaar,Iran"
Thermae Bath Spa,United Kingdom,51.3833,-2.3667,Soaking in natural thermal waters with rooftop pool views,Historic Roman baths with modern spa facilities and rooftop pool.,$$$,7,"hot springs,historic,wellness","https://source.unsplash.com/800x600/?Thermae,Bath,Spa,United,Kingdom"
Blue Lagoon,Iceland,63.8804,-22.4536,Geothermal spa with silica-rich waters,"Iconic geothermal spa set in a lava field, known for skin benefits.",$$$$,9,"hot springs,geothermal,wellness,skin care","https://source.unsplash.com/800x600/?Blue,Lagoon,Iceland"
Terme di Saturnia,Italy,42.7556,11.5028,Natural travertine thermal pools,Natural hot springs in Tuscany with ancient Roman heritage.,$$$,7,"hot springs,nature,wellness,tuscany","https://source.unsplash.com/800x600/?Terme,di,Saturnia,Italy"
Baden-Baden,Germany,48.7605,8.2347,Thermal bathing and spa treatments,Historic spa town known for its hot springs and elegant wellness.,$$$$,8,"spa town,hot springs,wellness,historic","https://source.unsplash.com/800x600/?BadenBaden,Germany"
Zurich Thermal Baths & Spa,Switzerland,47.3917,8.51,Rooftop infinity pool and Irish-Roman spa ritual,Industrial-chic spa in a former brewery with city views.,$$$,6,"spa,urban,wellness,pool","https://source.unsplash.com/800x600/?Zurich,Thermal,Baths,,Spa,Switzerland"
Széchenyi Thermal Baths,Hungary,47.505,19.075,Neo-baroque thermal baths with outdoor pools,"Largest medicinal bath complex in Europe, offering grand relaxation.",$$,8,"hot springs,historic,budapest,wellness","https://source.unsplash.com/800x600/?Széchenyi,Thermal,Baths,Hungary"
Caldea,Andorra,42.5054,1.522,Modern thermal spa complex with lagoon pools,"Large, modern thermal spa in the Pyrenees, offering diverse water experiences.",$$$,5,"thermal spa,modern,pyrenees,wellness","https://source.unsplash.com/800x600/?Caldea,Andorra"
7132 Therme Vals,Switzerland,46.5033,8.56,Minimalist architecture and hydrotherapy pools,Architecturally renowned spa complex in the Swiss Alps.,$$$$$,7,"architecture,spa,wellness,alps","https://source.unsplash.com/800x600/?7132,Therme,Vals,Switzerland"
Algarve,Portugal,37.1,-8.4,Yoga and surf retreats,Coastal region offering vibrant yoga and surf retreats.,$$$,7,"yoga retreat,surfing,coast,wellness","https://source.unsplash.com/800x600/?Algarve,Portugal"
Tuscany,Italy,43.7696,11.2558,Yoga and wine tasting retreats,Rolling hills and vineyards offering serene yoga and wine experiences.,$$$,8,"yoga retreat,wine,countryside,wellness","https://source.unsplash.com/800x600/?Tuscany,Italy"
Kilimanjaro National Park,Tanzania,-3.067,37.367,Trekking and mountaineering to the summit of Africa's highest peak.,"Africa's highest peak, a dormant volcano offering stunning vistas.",$$$$,9,"adventure,hiking,nature,scenic","https://source.unsplash.com/800x600/?Kilimanjaro,National,Park,Tanzania"
Great Zimbabwe Ruins,Zimbabwe,-20.27648,30.96172,Explore the impressive dry-stone architecture of this ancient city.,"Ruins of an ancient city, a UNESCO World Heritage Site.",$$,7,"history,archaeology,cultural","https://source.unsplash.com/800x600/?Great,Zimbabwe,Ruins,Zimbabwe"
Victoria Falls,Zambia/Zimbabwe,-17.924444,25.856667,Witness the awe-inspiring 'Smoke that Thunders' and adventure activities.,One of the world's largest and most spectacular waterfalls.,$$$,9,"nature,adventure,scenic,world-wonder","https://source.unsplash.com/800x600/?Victoria,Falls,ZambiaZimbabwe"
Rock-Hewn Churches of Lalibela,Ethiopia,12.033143,39.043321,Visit the 11 ancient monolithic churches carved from rock.,Stunning monolithic churches carved directly from rock.,$$$,8,"history,religious,cultural,architecture","https://source.unsplash.com/800x600/?RockHewn,Churches,of,Lalibela,Ethiopia"
Robben Island,South Africa,-33.8067,18.3662,Tour the former prison and learn about its historical significance.,"Historic island prison, notable for housing Nelson Mandela.",$$,7,"history,political,cultural","https://source.unsplash.com/800x600/?Robben,Island,South,Africa"
Great Mosque of Djenné,Mali,13.905122,-4.555479,Admire the largest adobe building in the world.,Iconic Sudano-Sahelian architectural masterpiece.,$,7,"architecture,cultural,religious","https://source.unsplash.com/800x600/?Great,Mosque,of,Djenné,Mali"
Timbuktu Historical Sites,Mali,16.7735,-3.0074,Explore ancient mosques and libraries of this historic trading city.,"Legendary desert city, a former center of Islamic learning.",$$,7,"history,cultural,religious,desert","https://source.unsplash.com/800x600/?Timbuktu,Historical,Sites,Mali"
Kigali Genocide Memorial,Rwanda,-1.93095385,30.0606689,Pay respects and learn about the 1994 genocide against the Tutsi.,A solemn memorial to the victims of the 1994 genocide.,$$,6,"history,memorial,educational","https://source.unsplash.com/800x600/?Kigali,Genocide,Memorial,Rwanda"
Kruger National Park,South Africa,-25.134405,31.193704,Wildlife viewing and game drives through vast savannah landscapes.,"One of Africa's largest game reserves, rich in biodiversity.",$$$,8,"wildlife,nature,safari,outdoor","https://source.unsplash.com/800x600/?Kruger,National,Park,South,Africa"
Njeru Stone Age Site (potential for historical context),Uganda,0.4186,33.1731,Study early human history and archaeological findings.,An important site for understanding early human history in Uganda.,$,3,"archaeology,history,educational","https://source.unsplash.com/800x600/?Njeru,Stone,Age,Site,potential,for,historical,context,Uganda"
Acatenango Volcano,Guatemala,14.4964,-90.88,Hiking and overnight camping with views of active Volcan Fuego,Challenging overnight hike with active volcano views.,$$$,7,"adventure,hiking,volcano,camping","https://source.unsplash.com/800x600/?Acatenango,Volcano,Guatemala"
Monteverde Cloud Forest,Costa Rica,10.3039,-84.8011,Zip-lining through the canopy and hanging bridges,Exhilarating zip-lines and hanging bridges in the cloud forest.,$$,7,"adventure,zip-lining,nature,outdoor","https://source.unsplash.com/800x600/?Monteverde,Cloud,Forest,Costa,Rica"
Pacaya Volcano,Guatemala,14.3833,-90.6333,Hiking an active volcano with lava fields,Hike an active volcano with lava fields and hot spots.,$$,6,"adventure,hiking,volcano,outdoor","https://source.unsplash.com/800x600/?Pacaya,Volcano,Guatemala"
Arenal Volcano National Park,Costa Rica,10.4631,-84.7533,Hiking around the base of a volcano and hot springs,Hike around a majestic volcano and relax in hot springs.,$$,8,"adventure,hiking,volcano,nature","https://source.unsplash.com/800x600/?Arenal,Volcano,National,Park,Costa,Rica"
Semuc Champey,Guatemala,15.5417,-90.9461,"Hiking to viewpoint, swimming in turquoise pools",Hike to a viewpoint and swim in stunning turquoise pools.,$$,7,"nature,hiking,swimming,adventure","https://source.unsplash.com/800x600/?Semuc,Champey,Guatemala"
Corcovado National Park,Costa Rica,8.5833,-83.5833,Multi-day hiking through pristine rainforest,Intense multi-day hikes in a biodiverse rainforest.,$$$$,7,"adventure,hiking,wildlife,nature","https://source.unsplash.com/800x600/?Corcovado,National,Park,Costa,Rica"
Isla de Ometepe,Nicaragua,11.5167,-85.6,Climbing Concepcion or Maderas volcanoes,Climb two volcanoes on an island in Lake Nicaragua.,$$,6,"adventure,hiking,climbing,volcano","https://source.unsplash.com/800x600/?Isla,de,Ometepe,Nicaragua"
Tikal National Park,Guatemala,17.2231,-89.6167,Hiking through Mayan ruins and jungle,Explore ancient Mayan ruins amidst a lush jungle.,$$,9,"history,hiking,nature,adventure","https://source.unsplash.com/800x600/?Tikal,National,Park,Guatemala"
Copan Ruinas,Honduras,14.8667,-89.1333,Hiking to archaeological sites and zip-lining,Hike to ruins and zip-line through the jungle canopy.,$$,6,"history,hiking,zip-lining,adventure","https://source.unsplash.com/800x600/?Copan,Ruinas,Honduras"
